step,cap_deg,raw_th_c_d,raw_th_c_p,raw_th_ny_d,raw_th_ny_p,raw_th_py_d,raw_th_py_p,raw_ix_c_d,raw_ix_c_p,raw_ix_ny_d,raw_ix_ny_p,raw_ix_py_d,raw_ix_py_p,raw_mi_c_d,raw_mi_c_p,raw_mi_ny_d,raw_mi_ny_p,raw_mi_py_d,raw_mi_py_p,raw_ri_c_d,raw_ri_c_p,raw_ri_ny_d,raw_ri_ny_p,raw_ri_py_d,raw_ri_py_p,filt_th_c_d,filt_th_c_p,filt_th_ny_d,filt_th_ny_p,filt_th_py_d,filt_th_py_p,filt_ix_c_d,filt_ix_c_p,filt_ix_ny_d,filt_ix_ny_p,filt_ix_py_d,filt_ix_py_p,filt_mi_c_d,filt_mi_c_p,filt_mi_ny_d,filt_mi_ny_p,filt_mi_py_d,filt_mi_py_p,filt_ri_c_d,filt_ri_c_p,filt_ri_ny_d,filt_ri_ny_p,filt_ri_py_d,filt_ri_py_p,lvl_th_c_d,lvl_th_c_p,lvl_th_ny_d,lvl_th_ny_p,lvl_th_py_d,lvl_th_py_p,lvl_ix_c_d,lvl_ix_c_p,lvl_ix_ny_d,lvl_ix_ny_p,lvl_ix_py_d,lvl_ix_py_p,lvl_mi_c_d,lvl_mi_c_p,lvl_mi_ny_d,lvl_mi_ny_p,lvl_mi_py_d,lvl_mi_py_p,lvl_ri_c_d,lvl_ri_c_p,lvl_ri_ny_d,lvl_ri_ny_p,lvl_ri_py_d,lvl_ri_py_p,tot_th,tot_ix,tot_mi,tot_ri
39,13.582,0.00083,0.00319,0.14993,0.09695,1.61937,0.00000,0.24990,1.09687,0.40545,4.07227,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61037,1.93940,0.00000,0.00000,0.09855,1.60655,0.01487,0.00122,0.38597,0.19033,1.19083,0.32153,0.20675,0.92010,0.51493,3.41991,0.00000,0.00000,0.00029,0.01679,0.00550,0.08184,0.03196,0.26607,0.50053,2.28869,0.00000,0.00000,0.08727,1.28496,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1.87029,5.82448,0.00000,4.25487
40,13.621,0.00134,0.00392,0.26134,0.16918,1.38889,0.00000,0.21745,0.74232,2.08394,2.40209,0.00000,0.00000,0.03646,0.00464,0.00000,1.14638,0.61514,0.41424,4.19423,5.65031,0.00000,0.00000,0.03826,1.18661,0.01081,0.00203,0.34858,0.18399,1.25025,0.22507,0.20996,0.86677,0.98564,3.11456,0.00000,0.00000,0.01115,0.01315,0.00385,0.40120,0.20691,0.31052,1.60864,3.29718,0.00000,0.00000,0.07257,1.25545,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1.82467,5.44580,2.21686,11.06942
41,15.548,0.00140,0.00397,0.38966,0.24782,2.01275,0.00000,0.30195,0.88781,2.82817,1.95013,0.00000,0.00000,0.11446,0.00376,0.00000,2.51317,1.06935,0.65248,0.00000,3.83854,0.00000,0.00000,0.16391,1.50593,0.00799,0.00261,0.36090,0.20314,1.47900,0.15755,0.23756,0.87308,1.53840,2.76523,0.00000,0.00000,0.04214,0.01033,0.00269,1.03479,0.46565,0.41311,1.12605,3.45958,0.00000,0.00000,0.09997,1.33060,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,2,0,0,0,1,2.65561,5.96805,4.35322,5.50838
42,18.414,0.00055,0.00063,0.52985,0.19758,2.07654,2.82411,0.23801,0.74487,1.40448,1.37074,0.00000,0.00000,0.03223,0.00136,0.00000,0.55034,0.37959,0.25347,0.00000,3.24326,0.00000,0.00000,2.07485,1.36339,0.00576,0.00202,0.41159,0.20147,1.65826,0.95752,0.23769,0.83462,1.49822,2.34688,0.00000,0.00000,0.03917,0.00764,0.00188,0.88946,0.43983,0.36522,0.78823,3.39469,0.00000,0.00000,0.69243,1.34044,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5.62927,3.75809,1.21700,6.68150
43,20.844,0.00036,0.00026,0.75354,0.25841,1.16361,1.70280,0.58283,1.56676,0.00000,2.56601,0.00000,0.00000,0.00000,0.00166,0.00000,0.59512,0.56445,0.32510,0.00000,3.94724,0.00000,0.00000,2.04600,1.29342,0.00414,0.00149,0.51417,0.21855,1.50987,1.18110,0.34123,1.05426,1.04875,2.41262,0.00000,0.00000,0.02742,0.00584,0.00132,0.80115,0.47722,0.35318,0.55176,3.56045,0.00000,0.00000,1.09850,1.32633,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,3.87897,4.71560,1.48633,7.28666
44,21.722,0.00053,0.00026,0.91566,0.40369,1.33296,0.70492,0.01360,0.00920,0.00000,0.01115,0.00000,0.00000,0.00000,0.00171,0.00000,1.82464,1.98355,1.15605,0.00000,10.97142,0.00000,0.00000,0.00000,1.64821,0.00306,0.00112,0.63462,0.27409,1.45679,1.03825,0.24294,0.74074,0.73413,1.69218,0.00000,0.00000,0.01919,0.00460,0.00092,1.10820,0.92912,0.59404,0.38623,5.78374,0.00000,0.00000,0.76895,1.42290,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,3.35801,0.03394,4.96596,12.61963
45,23.792,0.00048,0.00029,0.22170,0.16541,0.22617,0.14316,0.00000,0.02208,0.00000,0.02607,0.00000,0.00000,0.00000,0.00294,0.00000,8.01700,0.00000,3.76818,0.00000,6.53332,0.00000,0.00000,0.00000,0.96985,0.00228,0.00087,0.51074,0.24149,1.08761,0.76972,0.17006,0.52514,0.51389,1.19235,0.00000,0.00000,0.01343,0.00411,0.00065,3.18084,0.65038,1.54628,0.27036,6.00862,0.00000,0.00000,0.53827,1.28698,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,4,0,0,0,1,0.75720,0.04815,11.78812,7.50317
46,24.370,0.00189,0.00075,3.83500,2.37042,3.21724,0.96261,0.01334,0.01544,0.00000,0.01673,0.00000,0.00000,0.00000,0.00073,0.00000,0.48919,0.36206,0.35268,0.00000,5.21792,0.00000,0.00000,0.00000,0.83991,0.00216,0.00083,1.50802,0.88017,1.72650,0.82759,0.12304,0.37223,0.35972,0.83966,0.00000,0.00000,0.00940,0.00309,0.00045,2.37335,0.56389,1.18820,0.18925,5.77141,0.00000,0.00000,0.37679,1.15286,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,1,10.38790,0.04550,1.20467,6.05783
47,26.663,0.00260,0.00091,3.12681,2.09317,2.68024,0.87120,0.02690,0.01691,0.00000,0.02379,0.00000,0.00000,0.00000,0.00401,0.00000,1.59970,1.16864,0.90254,0.00000,2.87059,0.00000,0.00000,0.00000,0.94535,0.00230,0.00086,1.99366,1.24407,2.01262,0.84067,0.09420,0.26563,0.25181,0.59490,0.00000,0.00000,0.00658,0.00337,0.00032,2.14125,0.74531,1.10251,0.13248,4.90116,0.00000,0.00000,0.26375,1.09061,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,1,8.77493,0.06760,3.67491,3.81594
48,27.090,0.00312,0.00141,0.98707,0.88481,0.96481,0.47515,0.84382,0.30297,0.00000,0.68294,0.00000,0.00000,0.00000,0.00460,0.00000,1.60218,1.27825,0.67458,0.00000,1.91872,0.00000,0.00000,0.00000,0.89055,0.00254,0.00102,1.69168,1.13629,1.69828,0.73102,0.31909,0.27684,0.17626,0.62131,0.00000,0.00000,0.00461,0.00374,0.00022,1.97953,0.90520,0.97413,0.09273,4.00643,0.00000,0.00000,0.18463,1.03059,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,3.31637,1.82974,3.55961,2.80927
49,27.217,0.00309,0.00186,0.87152,0.83216,0.86530,0.46106,0.33069,0.20650,0.00000,0.60840,0.00000,0.00000,0.00000,0.00475,0.00000,0.91428,0.82568,0.39821,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00271,0.00127,1.44563,1.04505,1.44838,0.65003,0.32257,0.25574,0.12338,0.61744,0.00000,0.00000,0.00323,0.00404,0.00016,1.65996,0.88134,0.80135,0.06491,2.80450,0.00000,0.00000,0.12924,0.72141,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3.03499,1.14559,2.14292,0.00000
50,27.710,0.00158,0.00172,0.68425,0.60620,0.67911,0.43251,0.03166,0.08213,0.38451,0.30818,0.00000,0.00000,0.08360,0.00357,0.00000,0.77099,0.47154,0.27468,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00237,0.00141,1.21722,0.91339,1.21760,0.58478,0.23530,0.20365,0.20172,0.52466,0.00000,0.00000,0.02734,0.00390,0.00011,1.39327,0.75840,0.64335,0.04544,1.96315,0.00000,0.00000,0.09047,0.50499,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.40537,0.80648,1.60438,0.00000
51,28.800,0.00113,0.00146,0.71236,0.56153,0.72744,0.50609,0.08452,0.25836,1.22852,1.16492,0.00000,0.00000,0.00305,0.00433,0.00000,0.57750,0.34633,0.23104,0.00000,0.03588,0.00000,0.00000,0.01274,0.06403,0.00200,0.00142,1.06576,0.80784,1.07055,0.56117,0.19006,0.22007,0.50976,0.71674,0.00000,0.00000,0.02005,0.00403,0.00008,1.14854,0.63478,0.51966,0.03181,1.38497,0.00000,0.00000,0.06715,0.37270,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.51001,2.73632,1.16226,0.11265
52,29.727,0.00079,0.00191,0.93699,0.63284,1.21075,1.20499,0.19734,0.80864,0.42516,3.83916,0.00000,0.00000,0.00064,0.00558,0.17218,0.19313,0.13460,0.12418,0.00187,0.00039,0.00000,0.00000,0.00035,0.00223,0.00163,0.00157,1.02713,0.75534,1.11261,0.75432,0.19225,0.39664,0.48438,1.65347,0.00000,0.00000,0.01423,0.00449,0.05171,0.86191,0.48473,0.40102,0.02283,0.96959,0.00000,0.00000,0.04711,0.26156,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98826,5.27029,0.63032,0.00483
53,30.585,0.00067,0.00136,0.69561,0.41388,0.62180,1.10007,0.22133,0.88136,0.37006,3.67067,0.00000,0.00000,0.00271,0.04412,1.46025,1.53161,0.79212,0.91542,0.73848,0.15302,0.00000,0.00000,0.10924,0.84069,0.00135,0.00151,0.92767,0.65290,0.96537,0.85804,0.20097,0.54205,0.45008,2.25863,0.00000,0.00000,0.01077,0.01638,0.47427,1.06282,0.57694,0.55534,0.23752,0.72462,0.00000,0.00000,0.06575,0.43530,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.83339,5.14342,4.74622,1.84142
54,31.364,0.00064,0.00113,0.65972,0.33029,0.84606,1.38679,0.20286,1.17841,0.34003,3.64251,0.00000,0.00000,0.00257,0.05703,0.65892,0.00000,0.48187,0.68753,1.08137,0.31031,0.00000,0.00000,0.12096,1.20897,0.00114,0.00139,0.84729,0.55612,0.92958,1.01667,0.20154,0.73296,0.41707,2.67379,0.00000,0.00000,0.00831,0.02858,0.52966,0.74398,0.54842,0.59499,0.49068,0.60033,0.00000,0.00000,0.08231,0.66740,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22463,5.36380,1.88791,2.72160
55,31.517,0.00051,0.00073,0.47909,0.23820,0.89797,0.80713,0.22308,1.36643,0.29721,3.64870,0.00000,0.00000,0.00310,0.04604,0.00000,1.36148,0.76063,0.95492,0.00000,2.73448,0.00000,0.00000,0.23219,4.31380,0.00095,0.00119,0.73683,0.46074,0.92009,0.95381,0.20800,0.92300,0.38111,2.96626,0.00000,0.00000,0.00675,0.03382,0.37076,0.92923,0.61208,0.70297,0.34347,1.24057,0.00000,0.00000,0.12727,1.76132,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.42363,5.53542,3.12617,7.28047
56,31.314,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31146,1.23729,1.08999,3.47624,0.00000,0.00000,0.25664,0.02780,0.00000,5.22124,1.60871,1.35376,0.00000,3.71803,0.00000,0.00000,1.97593,1.90314,0.00066,0.00084,0.51578,0.32252,0.64407,0.66766,0.23904,1.01729,0.59377,3.11926,0.00000,0.00000,0.08172,0.03201,0.25954,2.21683,0.91107,0.89821,0.24043,1.98381,0.00000,0.00000,0.68187,1.80387,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0.00000,6.11497,8.46815,7.59710
57,32.002,0.00215,0.00333,1.64343,1.07574,1.97891,1.88637,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02607,0.00250,0.00000,0.35602,0.18416,0.14482,0.00000,4.27165,0.00000,0.00000,1.37526,1.30556,0.00111,0.00158,0.85407,0.54848,1.04452,1.03328,0.16733,0.71210,0.41564,2.18348,0.00000,0.00000,0.06502,0.02316,0.18167,1.65859,0.69300,0.67219,0.16830,2.67016,0.00000,0.00000,0.88989,1.65437,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,6.58992,0.00000,0.71357,6.95246
58,35.637,0.00114,0.00086,0.96704,0.57985,1.11921,0.74357,0.15874,0.65464,1.13303,1.22434,0.00000,0.00000,0.00000,0.00514,0.00000,1.59177,0.91082,0.56257,0.00000,5.08013,0.00000,0.00000,0.00000,1.37495,0.00112,0.00137,0.88796,0.55790,1.06693,0.94636,0.16475,0.69486,0.63086,1.89574,0.00000,0.00000,0.04552,0.01775,0.12717,1.63854,0.75834,0.63931,0.11781,3.39315,0.00000,0.00000,0.62292,1.57055,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3.41167,3.17074,3.07030,6.45509
59,36.627,0.01990,0.00106,2.71284,1.61697,0.00000,1.28076,0.44606,1.93761,0.00000,3.29768,0.00000,0.00000,0.00000,0.00321,0.00000,0.93655,0.69463,0.44699,0.00000,11.12840,0.00000,0.00000,0.00000,0.77584,0.00675,0.00128,1.43543,0.87562,0.74685,1.04668,0.24914,1.06769,0.44160,2.31632,0.00000,0.00000,0.03186,0.01339,0.08902,1.42795,0.73923,0.58161,0.08247,5.71373,0.00000,0.00000,0.43605,1.33214,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,1,5.63153,5.68135,2.08138,11.90425
60,38.237,0.06817,0.00100,2.58409,2.10942,0.00000,0.58262,0.13224,0.33129,0.00000,0.41481,0.00000,0.00000,0.00000,0.00208,0.00000,0.88384,0.53594,0.59777,0.00000,32.52777,0.00000,0.00000,0.00000,0.02174,0.02518,0.00119,1.78003,1.24576,0.52279,0.90746,0.21407,0.84677,0.30912,1.74587,0.00000,0.00000,0.02230,0.00999,0.06231,1.26471,0.67824,0.58646,0.05773,13.75794,0.00000,0.00000,0.30523,0.93902,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,5.34530,0.87834,2.01963,32.54951
61,40.995,1.78333,0.00203,0.00000,9.29589,0.00000,1.57819,0.50187,1.23346,0.00000,1.74153,0.00000,0.00000,0.00000,0.00035,0.00000,0.14771,0.11277,0.08830,0.00000,31.58428,0.00000,0.00000,0.00000,0.13760,0.55262,0.00144,1.24602,3.66080,0.36596,1.10868,0.30041,0.96278,0.21638,1.74457,0.00000,0.00000,0.01561,0.00710,0.04362,0.92961,0.50860,0.43701,0.04041,19.10584,0.00000,0.00000,0.21366,0.69859,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12.65944,3.47686,0.34914,31.72187
62,42.213,0.95603,0.00250,0.00000,5.99125,0.00000,1.55916,0.38843,1.32368,0.00000,2.04327,0.00000,0.00000,0.00000,0.00194,0.00000,1.09789,0.82809,0.55548,0.00000,27.54355,0.00000,0.00000,0.00000,0.60393,0.67364,0.00176,0.87221,4.35993,0.25617,1.24382,0.32682,1.07105,0.15147,1.83418,0.00000,0.00000,0.01093,0.00555,0.03053,0.98010,0.60445,0.47255,0.02829,21.63715,0.00000,0.00000,0.14956,0.67019,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8.50893,3.75538,2.48341,28.14748
63,42.177,0.16080,0.00224,3.38367,2.91728,0.00000,1.03084,0.00343,0.01075,0.01757,0.01725,0.00000,0.00000,0.18551,0.00691,0.00000,1.42616,1.27539,0.82038,0.00000,0.69528,0.00000,0.00000,0.00000,0.35823,0.51979,0.00191,1.62565,3.92714,0.17932,1.17993,0.22980,0.75296,0.11130,1.28910,0.00000,0.00000,0.06330,0.00596,0.02137,1.11392,0.80573,0.57690,0.01980,15.35459,0.00000,0.00000,0.10469,0.57661,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,7.49483,0.04900,3.71434,1.05351
64,42.513,0.00616,0.00309,1.62490,1.50967,0.00000,0.85833,0.06996,0.22455,0.09437,0.51330,0.00000,0.00000,0.15243,0.00326,0.00000,0.94879,0.74759,0.41363,0.00000,0.21527,0.00000,0.00000,0.00000,0.19669,0.36570,0.00226,1.62542,3.20190,0.12552,1.08345,0.18185,0.59444,0.10622,1.05636,0.00000,0.00000,0.09004,0.00515,0.01496,1.06438,0.78829,0.52792,0.01386,10.81279,0.00000,0.00000,0.07329,0.46263,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4.00215,0.90219,2.26570,0.41195
65,43.978,0.00511,0.00586,0.57675,0.61193,0.60278,0.53837,0.10515,0.37102,0.14254,1.65172,0.00000,0.00000,0.00036,0.00075,0.77101,0.74516,0.34462,0.14225,0.00000,0.07123,0.00000,0.00000,0.14595,0.14618,0.25753,0.00334,1.31082,2.42491,0.26870,0.91992,0.15884,0.52741,0.11712,1.23497,0.00000,0.00000,0.06314,0.00383,0.24178,0.96861,0.65519,0.41222,0.00970,7.59032,0.00000,0.00000,0.09509,0.36769,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.34079,2.27042,2.00415,0.36336
66,45.144,0.00111,0.00265,0.80543,0.64557,0.88226,0.74503,0.37092,0.96216,0.51308,3.72274,0.00000,0.00000,0.00020,0.00053,0.25683,0.28921,0.13535,0.06432,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18060,0.00313,1.15920,1.89111,0.45277,0.86745,0.22247,0.65784,0.23591,1.98130,0.00000,0.00000,0.04425,0.00284,0.24629,0.76479,0.49924,0.30785,0.00679,5.31323,0.00000,0.00000,0.06656,0.25739,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3.08204,5.56891,0.74644,0.00000
67,45.879,0.00084,0.00187,0.51345,0.38890,0.57985,0.53692,0.36068,0.92059,0.37833,3.23473,0.00000,0.00000,0.00009,0.00023,0.11324,0.12170,0.06197,0.02955,0.00000,0.09312,0.00000,0.00000,0.05818,0.54934,0.12667,0.00275,0.96548,1.44044,0.49089,0.76829,0.26393,0.73666,0.27863,2.35733,0.00000,0.00000,0.03101,0.00206,0.20638,0.57186,0.36806,0.22436,0.00475,3.74720,0.00000,0.00000,0.06405,0.34497,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.02182,4.89433,0.32679,0.70064
68,46.272,0.00082,0.00195,0.79376,0.52506,1.08495,1.03048,0.20866,0.82693,0.15761,3.05053,0.00000,0.00000,0.00020,0.00054,0.28538,0.35210,0.18389,0.08899,0.22227,0.04456,0.00000,0.00000,0.03425,0.24115,0.08891,0.00251,0.91396,1.16583,0.66911,0.84695,0.24735,0.76374,0.24233,2.56529,0.00000,0.00000,0.02176,0.00160,0.23008,0.50593,0.31281,0.18375,0.07001,2.63640,0.00000,0.00000,0.05511,0.31382,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.43701,4.24373,0.91110,0.54223
69,46.622,0.00079,0.00148,0.81135,0.48360,1.19269,1.08210,0.17356,0.71335,0.10260,2.10080,0.00000,0.00000,0.00037,0.00070,0.97046,0.81634,0.51276,0.22233,1.42561,0.68956,0.00000,0.00000,0.14903,1.39913,0.06248,0.00220,0.88318,0.96116,0.82618,0.91750,0.22521,0.74862,0.20041,2.42594,0.00000,0.00000,0.01534,0.00133,0.45219,0.59906,0.37279,0.19532,0.47669,2.05235,0.00000,0.00000,0.08328,0.63942,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.57201,3.09031,2.52295,3.66333
70,46.617,0.00077,0.00123,0.40728,0.27941,0.49283,0.47727,0.55947,1.42956,0.27037,3.14045,0.00000,0.00000,0.00078,0.00057,0.00000,2.81870,2.31631,0.64392,0.00000,2.75634,0.00000,0.00000,0.14205,1.57059,0.04396,0.00191,0.74041,0.75663,0.72618,0.78543,0.32549,0.95290,0.22140,2.64029,0.00000,0.00000,0.01098,0.00110,0.31653,1.26495,0.95585,0.32990,0.33368,2.26355,0.00000,0.00000,0.10091,0.91877,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1.65878,5.39984,5.78028,4.46898
71,47.370,0.02975,0.00118,0.46409,0.33685,0.00000,0.43896,0.53639,1.53964,0.18426,2.44094,0.00000,0.00000,0.12879,0.00053,0.00000,0.67954,0.92125,0.35529,0.00000,5.23664,0.00000,0.00000,2.14228,1.83815,0.03970,0.00169,0.65751,0.63070,0.50832,0.68149,0.38876,1.12893,0.21026,2.58049,0.00000,0.00000,0.04632,0.00093,0.22157,1.08933,0.94547,0.33752,0.23358,3.15547,0.00000,0.00000,0.71332,1.19458,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1.27083,4.70124,2.08540,9.21707
72,49.419,0.15104,0.00163,0.98299,0.71837,0.00000,0.78171,0.19173,0.47535,0.42849,0.56050,0.00000,0.00000,0.08781,0.00022,0.00000,0.67977,1.58296,0.48468,0.00000,4.48322,0.00000,0.00000,0.00000,1.39175,0.07310,0.00167,0.75516,0.65700,0.35583,0.71155,0.32965,0.93285,0.27572,1.97449,0.00000,0.00000,0.05877,0.00072,0.15510,0.96646,1.13672,0.38167,0.16350,3.55380,0.00000,0.00000,0.49933,1.25373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,2.63573,1.65606,2.83543,5.87497
73,51.276,0.15262,0.00125,1.59823,1.21632,0.00000,0.71328,0.47196,1.08756,1.36271,1.09727,0.00000,0.00000,0.00000,0.00053,0.00000,0.39876,0.63955,0.36198,0.00000,6.09750,0.00000,0.00000,0.00000,1.22496,0.09696,0.00154,1.00808,0.82480,0.24908,0.71207,0.37234,0.97927,0.60182,1.71133,0.00000,0.00000,0.04114,0.00066,0.10857,0.79615,0.98757,0.37576,0.11445,4.31691,0.00000,0.00000,0.34953,1.24510,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3.68171,4.01951,1.40082,7.32246
74,52.825,0.39039,0.00380,0.00000,2.43965,0.00000,0.83858,0.10110,0.21310,0.21949,0.19646,0.00000,0.00000,0.00000,0.00197,0.00000,1.82906,0.76500,2.59815,0.00000,9.64511,0.00000,0.00000,0.00000,0.40265,0.18499,0.00222,0.70566,1.30925,0.17436,0.75003,0.29097,0.74942,0.48712,1.25687,0.00000,0.00000,0.02880,0.00105,0.07600,1.10602,0.92080,1.04248,0.08012,5.91537,0.00000,0.00000,0.24467,0.99236,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,3.67242,0.73015,5.19417,10.04775
75,55.491,0.22214,0.00355,0.00000,1.01555,0.00000,0.43887,0.83312,1.44584,0.00000,1.30336,0.00000,0.00000,0.00000,0.00110,0.00000,2.08758,1.81782,2.61870,0.00000,4.51139,0.00000,0.00000,0.00000,0.38489,0.19613,0.00262,0.49396,1.22114,0.12205,0.65668,0.45361,0.95834,0.34099,1.27081,0.00000,0.00000,0.02016,0.00107,0.05320,1.40049,1.18990,1.51534,0.05608,5.49418,0.00000,0.00000,0.17127,0.81012,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,4,0,0,0,0,1.68011,3.58231,6.52521,4.89628
76,56.138,0.57288,0.00982,0.00000,4.45650,0.00000,1.87513,0.44683,0.76545,1.25079,0.80578,0.00000,0.00000,0.00000,0.00072,0.00000,2.33194,3.25178,2.20009,0.00000,3.81674,0.00000,0.00000,0.00000,0.53778,0.30916,0.00478,0.34577,2.19175,0.08543,1.02221,0.45158,0.90047,0.61393,1.13130,0.00000,0.00000,0.01411,0.00096,0.03724,1.67993,1.80847,1.72077,0.03926,4.99094,0.00000,0.00000,0.11989,0.72842,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,0,0,0,6.91432,3.26885,7.78453,4.35452
77,56.405,0.21419,0.00414,3.44917,2.90011,0.00000,1.62985,0.49315,0.80565,1.74675,1.12083,0.00000,0.00000,0.00000,0.00019,0.00000,0.64305,1.43505,0.35139,0.00000,1.27567,0.00000,0.00000,0.00000,0.49304,0.28067,0.00459,1.27679,2.40426,0.05980,1.20450,0.46405,0.87203,0.95377,1.12816,0.00000,0.00000,0.00988,0.00073,0.02607,1.36886,1.69644,1.30995,0.02748,3.87636,0.00000,0.00000,0.08392,0.65781,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,0,0,0,8.19746,4.16639,2.42967,1.76871
78,55.603,0.00411,0.00226,1.33582,1.11669,0.00000,0.78522,0.31755,0.63363,0.19501,1.42675,0.00000,0.00000,0.13286,0.00040,0.00000,0.50158,0.59185,0.19210,0.00000,0.68781,0.00000,0.00000,0.57851,0.40989,0.19770,0.00389,1.29450,2.01799,0.04186,1.07872,0.42010,0.80051,0.72614,1.21774,0.00000,0.00000,0.04677,0.00063,0.01825,1.10868,1.36506,0.97460,0.01924,2.91980,0.00000,0.00000,0.23230,0.58343,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3.24410,2.57293,1.41878,1.67621
79,55.633,0.00157,0.00241,0.70508,0.60962,0.69929,0.53462,0.62118,1.09900,0.31458,3.10923,0.00000,0.00000,0.00119,0.00048,0.00000,1.45595,1.31420,0.32553,0.00000,0.07322,0.00000,0.00000,0.06748,0.07635,0.13886,0.00344,1.11768,1.59548,0.23909,0.91549,0.48042,0.89006,0.60267,1.78519,0.00000,0.00000,0.03310,0.00058,0.01277,1.21286,1.34980,0.77988,0.01347,2.06582,0.00000,0.00000,0.18285,0.43131,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2.55260,5.14399,3.09734,0.21705
80,56.507,0.00091,0.00204,0.47851,0.39542,0.50300,0.44382,1.14238,1.52849,0.39917,4.22765,0.00000,0.00000,0.00057,0.00039,1.57480,1.10632,0.80683,0.20817,0.00000,0.43315,0.00000,0.00000,0.11484,0.54599,0.09748,0.00302,0.92593,1.23546,0.31826,0.77399,0.67901,1.08159,0.54162,2.51793,0.00000,0.00000,0.02334,0.00053,0.48138,1.18090,1.18691,0.60836,0.00943,1.57602,0.00000,0.00000,0.16245,0.46571,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.82369,7.29769,3.69708,1.09398
