step,level_index_c_dist,level_index_c_prox,level_index_ny_dist,level_index_ny_prox,level_index_py_dist,level_index_py_prox,level_thumb_c_dist,level_thumb_c_prox,level_thumb_ny_dist,level_thumb_ny_prox,level_thumb_py_dist,level_thumb_py_prox,level_middle_c_dist,level_middle_c_prox,level_middle_ny_dist,level_middle_ny_prox,level_middle_py_dist,level_middle_py_prox,level_ring_c_dist,level_ring_c_prox,level_ring_ny_dist,level_ring_ny_prox,level_ring_py_dist,level_ring_py_prox,filt_index_c_dist,filt_index_c_prox,filt_index_ny_dist,filt_index_ny_prox,filt_index_py_dist,filt_index_py_prox,filt_thumb_c_dist,filt_thumb_c_prox,filt_thumb_ny_dist,filt_thumb_ny_prox,filt_thumb_py_dist,filt_thumb_py_prox,filt_middle_c_dist,filt_middle_c_prox,filt_middle_ny_dist,filt_middle_ny_prox,filt_middle_py_dist,filt_middle_py_prox,filt_ring_c_dist,filt_ring_c_prox,filt_ring_ny_dist,filt_ring_ny_prox,filt_ring_py_dist,filt_ring_py_prox,tot_index,tot_thumb,tot_middle,tot_ring
152,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.08,0.64,1.35,0.31,0.42,0.0,1.18,0.0,1.37,0.0,0.45,0.0,0.26,0.0,0.0,0.0,0.37,0.14,0.65,0.0,0.0,0.09,0.21,2.8,6.0,0.0,0.0
153,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.1,0.82,1.64,0.22,0.3,0.0,0.96,0.0,1.06,0.0,0.35,0.0,0.18,0.0,0.0,0.0,0.26,0.1,0.46,0.0,0.0,0.06,0.14,3.8,0.9,0.0,0.0
154,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.08,1.01,1.36,0.15,0.21,0.0,0.84,0.0,0.83,0.0,0.26,0.0,0.13,0.0,0.0,0.0,0.18,0.07,0.32,0.0,0.0,0.04,0.1,2.3,0.9,0.0,0.0
155,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.07,1.19,1.2,0.11,0.15,0.0,0.58,0.0,0.85,0.0,0.19,0.0,0.09,0.0,0.0,0.0,0.13,0.21,0.24,0.0,0.0,0.03,0.19,2.9,0.9,0.0,1.0
156,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.05,1.44,1.19,0.07,0.6,0.0,0.41,0.0,0.59,0.0,0.14,0.0,0.09,0.0,0.0,0.0,0.13,0.91,0.38,0.0,0.0,0.03,0.54,5.1,1.1,0.2,4.6
157,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.17,0.04,1.77,1.37,0.47,1.16,0.0,0.29,0.0,0.42,0.0,0.1,0.0,0.31,0.0,0.0,0.0,0.52,1.24,0.72,0.0,0.0,0.11,0.74,8.4,1.4,2.3,5.1
158,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0.18,0.05,1.92,1.64,0.78,1.49,0.0,0.2,0.0,0.29,0.0,0.07,0.0,1.14,0.0,0.0,0.0,1.81,1.79,1.56,0.0,0.0,0.08,0.55,8.6,0.0,7.9,6.7
159,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0.19,0.05,2.01,1.88,1.12,1.78,0.0,0.14,0.0,0.2,0.0,0.05,0.0,0.8,0.0,0.0,0.0,1.27,2.37,2.14,0.0,0.0,0.08,0.48,9.2,1.1,0.0,7.6
160,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.18,0.05,1.94,1.94,1.29,1.87,0.0,0.1,0.0,0.14,0.0,0.03,0.0,0.56,0.0,0.0,0.0,0.89,2.48,2.27,0.0,0.0,0.17,0.56,7.9,1.3,0.0,6.4
161,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.19,0.06,1.71,1.78,1.3,1.8,0.0,0.07,0.0,0.1,0.0,0.02,0.0,0.39,0.0,0.0,0.0,0.62,2.49,2.38,0.0,0.0,0.2,0.51,5.9,0.6,0.0,5.8
162,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.18,0.08,1.52,1.61,1.27,1.68,0.0,0.05,0.0,0.07,0.0,0.02,0.0,0.27,0.0,0.0,0.0,0.44,2.41,2.37,0.0,0.0,0.21,0.44,5.2,1.1,0.0,5.1
163,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.18,0.08,1.52,1.65,1.43,1.77,0.0,0.03,0.0,0.05,0.0,0.01,0.0,0.2,0.0,0.0,0.0,0.31,2.31,2.3,0.0,0.0,0.22,0.41,7.3,1.2,0.0,4.8
164,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.16,0.07,1.28,1.41,1.2,1.49,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.16,0.0,0.0,0.0,0.22,2.08,2.08,0.0,0.0,0.25,0.41,3.3,1.6,0.1,3.9
165,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.13,0.06,0.98,1.08,0.87,1.11,0.0,0.02,0.0,0.54,0.0,0.01,0.0,0.14,0.0,0.0,0.0,0.17,1.94,1.94,0.0,0.0,0.33,0.48,1.0,1.7,0.1,4.4
166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.09,0.06,0.82,0.89,0.72,0.83,0.0,0.51,0.0,0.4,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.81,1.46,1.44,0.0,0.0,0.29,0.42,1.5,1.8,5.4,1.1
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.07,0.08,0.66,0.83,0.5,0.58,0.0,0.66,0.0,0.35,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.6,1.02,1.01,0.0,0.0,0.2,0.29,1.1,1.3,0.2,0.0
168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.17,0.66,1.14,0.35,0.41,0.0,0.67,0.0,0.34,0.0,0.05,0.0,0.51,0.0,0.0,0.0,0.42,0.72,0.71,0.0,0.0,0.14,0.2,2.9,1.2,0.0,0.0
169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.24,0.69,1.47,0.25,0.28,0.0,0.6,0.0,0.4,0.0,0.08,0.0,0.36,0.0,0.0,0.0,0.29,0.5,0.49,0.0,0.0,0.1,0.14,3.5,1.1,0.0,0.0
170,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.28,0.69,1.6,0.17,0.2,0.0,1.74,0.0,0.53,0.0,0.81,0.0,0.25,0.0,0.0,0.0,0.21,0.35,0.35,0.0,0.0,0.07,0.1,3.0,7.7,0.0,0.0
171,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.23,0.69,1.28,0.12,0.14,0.0,1.58,0.0,0.43,0.0,0.72,0.0,0.18,0.0,0.0,0.0,0.14,0.25,0.24,0.0,0.0,0.05,0.07,1.7,1.9,0.0,0.0
172,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.23,1.38,1.53,0.08,0.1,0.0,1.52,0.0,0.31,0.0,0.52,0.0,0.12,0.0,0.0,0.0,0.1,0.17,0.17,0.0,0.0,0.03,0.05,6.2,1.5,0.0,0.0
173,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.2,1.73,1.68,0.06,0.43,0.0,1.07,0.0,0.83,0.0,0.36,0.0,0.09,0.0,0.0,0.0,0.07,0.12,0.12,0.0,0.0,0.02,0.03,6.5,2.0,0.0,0.0
174,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.16,1.66,1.59,0.19,0.61,0.0,0.75,0.0,0.58,0.0,0.26,0.0,0.06,0.0,0.0,0.0,0.05,0.08,0.08,0.0,0.0,0.02,0.02,4.7,2.7,0.0,0.0
175,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.12,1.85,1.77,0.64,1.09,0.0,0.52,0.0,0.41,0.0,0.18,0.0,0.04,0.0,0.0,0.0,0.04,0.26,0.2,0.0,0.0,0.05,0.11,8.5,1.9,0.0,1.6
176,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24,0.1,1.77,1.8,0.99,1.34,0.0,0.37,0.0,0.28,0.0,0.12,0.0,0.03,0.0,0.0,0.0,0.03,1.23,1.1,0.0,0.0,0.09,0.21,7.4,1.8,0.0,7.3
177,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.21,0.09,1.69,1.8,1.28,1.53,0.0,0.26,0.0,0.2,0.0,0.09,0.0,0.02,0.0,0.0,0.0,0.02,1.55,1.44,0.0,0.0,0.11,0.23,7.4,1.0,0.0,4.9
178,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.22,0.1,1.51,1.72,1.57,1.74,0.0,0.18,0.0,0.14,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.01,1.95,1.9,0.0,0.0,0.11,0.2,7.5,1.2,0.0,6.1
179,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.26,0.13,1.26,1.51,1.81,1.91,0.0,0.13,0.0,0.1,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.01,1.37,3.4,0.0,0.0,0.08,0.17,6.9,0.8,0.0,7.0
180,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.29,0.14,1.11,1.42,1.99,2.03,0.0,0.09,0.0,0.07,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.01,0.96,2.94,0.0,0.0,0.05,0.14,7.2,1.0,0.0,1.9
181,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.3,0.14,0.91,1.24,1.9,1.94,0.0,0.06,0.0,0.05,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.67,2.3,0.0,0.0,0.04,0.11,5.2,1.0,0.0,0.8
182,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.24,0.11,0.7,0.96,1.45,1.51,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.01,1.01,2.21,0.0,0.0,0.03,0.11,1.6,1.4,0.1,3.9
183,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.17,0.08,0.49,0.67,1.02,1.06,0.0,0.03,0.0,0.5,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.02,1.19,2.06,0.0,0.0,0.06,0.12,0.0,1.6,0.1,3.6
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12,0.05,0.34,0.47,0.71,0.74,0.0,0.47,0.0,0.38,0.0,0.01,0.0,0.06,0.0,0.0,0.0,0.03,0.98,1.59,0.0,0.0,0.1,0.15,0.0,1.6,0.1,1.4
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,0.05,0.25,0.36,0.5,0.52,0.0,0.55,0.0,0.4,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.03,0.68,1.11,0.0,0.0,0.07,0.11,0.2,1.4,0.0,0.0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.21,0.38,0.35,0.36,0.0,0.48,0.0,0.46,0.0,0.11,0.0,0.04,0.0,0.0,0.0,0.02,0.48,0.78,0.0,0.0,0.05,0.07,0.7,1.2,0.0,0.0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.27,0.29,0.77,0.24,0.25,0.0,0.5,0.0,0.53,0.0,0.18,0.0,0.03,0.0,0.0,0.0,0.02,0.33,0.55,0.0,0.0,0.04,0.05,3.1,1.6,0.0,0.0
188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.32,0.33,0.75,0.17,0.18,0.0,1.91,0.0,0.45,0.0,0.94,0.0,0.02,0.0,0.0,0.0,0.02,0.23,0.38,0.0,0.0,0.03,0.04,1.8,8.2,0.0,0.0
189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0.4,0.61,0.12,0.12,0.0,1.55,0.0,0.33,0.0,0.74,0.0,0.02,0.0,0.0,0.0,0.01,0.16,0.27,0.0,0.0,0.02,0.03,1.6,1.0,0.0,0.0
190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.32,0.94,0.73,0.08,0.09,0.0,1.37,0.0,0.23,0.0,0.53,0.0,0.01,0.0,0.0,0.0,0.01,0.11,0.19,0.0,0.0,0.01,0.02,5.3,1.0,0.0,0.0
191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.34,1.55,0.95,0.06,0.06,0.0,0.96,0.0,0.27,0.0,0.55,0.0,0.01,0.0,0.0,0.0,0.01,0.08,0.13,0.0,0.0,0.01,0.01,6.5,1.0,0.0,0.0
192,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.33,2.41,1.38,0.04,0.04,0.0,0.67,0.0,0.51,0.0,0.39,0.0,0.01,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.01,0.11,8.6,1.1,0.0,1.0
193,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0.29,3.21,1.96,0.03,0.03,0.0,0.47,0.0,0.36,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.87,0.0,0.0,0.31,0.53,9.6,1.2,0.0,7.6
194,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.91,0.25,3.45,2.36,0.02,0.74,0.0,0.33,0.0,0.25,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.2,0.0,0.0,0.34,0.58,10.3,1.3,0.0,5.2
195,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.77,0.23,3.26,2.51,0.29,1.08,0.0,0.23,0.0,0.18,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.04,1.92,1.9,0.0,0.0,0.28,0.45,9.1,0.7,0.3,7.3
196,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.64,0.21,2.95,2.45,0.49,1.23,0.0,0.16,0.0,0.12,0.0,0.09,0.0,0.04,0.0,0.0,0.0,0.03,2.05,2.22,0.0,0.0,0.3,0.4,7.6,1.4,0.0,5.9
197,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.52,0.2,2.51,2.17,0.59,1.21,0.0,0.11,0.0,0.09,0.0,0.07,0.0,0.03,0.0,0.0,0.0,0.02,2.27,2.64,0.0,0.0,0.26,0.31,5.4,0.1,0.0,6.7
198,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.44,0.2,2.27,2.03,1.0,1.5,0.0,0.08,0.0,0.06,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.01,2.79,3.2,0.0,0.0,0.18,0.23,7.9,1.0,0.0,8.6
199,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.37,0.2,1.87,1.7,1.13,1.52,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.01,1.95,4.15,0.0,0.0,0.13,0.18,5.3,0.9,0.0,6.4
200,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.36,0.22,1.75,1.65,1.53,1.85,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,1.37,3.03,0.0,0.0,0.09,0.13,8.7,1.3,0.0,0.4
201,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.33,0.21,1.41,1.38,1.46,1.74,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.96,2.12,0.0,0.0,0.06,0.09,4.6,1.2,0.0,0.0
202,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.27,0.17,1.08,1.08,1.13,1.36,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.01,1.14,2.06,0.0,0.0,0.04,0.08,1.7,1.8,0.1,3.6
203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.22,0.14,0.85,0.87,0.85,1.05,0.0,0.01,0.0,0.54,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.01,1.09,1.8,0.0,0.0,0.08,0.09,1.4,1.8,0.1,2.4
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.11,0.67,0.69,0.6,0.76,0.0,0.47,0.0,0.42,0.0,0.01,0.0,0.51,0.0,0.0,0.0,0.36,0.77,1.27,0.0,0.0,0.06,0.07,0.8,1.7,2.8,0.1
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.09,0.52,0.55,0.42,0.54,0.0,0.55,0.0,0.36,0.0,0.01,0.0,0.37,0.0,0.0,0.0,0.26,0.54,0.89,0.0,0.0,0.04,0.05,0.5,0.9,0.1,0.0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.14,0.57,0.81,0.3,0.38,0.0,0.62,0.0,0.35,0.0,0.04,0.0,0.26,0.0,0.0,0.0,0.18,0.38,0.62,0.0,0.0,0.03,0.03,2.4,1.3,0.0,0.0
207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0.99,1.04,0.21,0.27,0.0,0.58,0.0,0.27,0.0,0.08,0.0,0.18,0.0,0.0,0.0,0.13,0.26,0.44,0.0,0.0,0.02,0.02,3.9,0.7,0.0,0.0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.15,0.89,0.88,0.14,0.19,0.0,0.64,0.0,0.21,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.09,0.19,0.31,0.0,0.0,0.01,0.02,1.6,1.0,0.0,0.0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.15,0.92,0.87,0.1,0.13,0.0,0.8,0.0,0.16,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.06,0.13,0.21,0.0,0.0,0.01,0.01,2.4,1.3,0.0,0.0
210,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.13,1.98,1.49,0.07,1.14,0.0,0.56,0.0,0.4,0.0,0.22,0.0,0.06,0.0,0.0,0.0,0.05,0.09,0.15,0.0,0.0,0.01,0.01,11.5,1.5,0.0,0.0
211,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,1.76,1.39,0.17,1.1,0.0,0.39,0.0,0.9,0.0,0.16,0.0,0.04,0.0,0.0,0.0,0.03,0.06,0.1,0.0,0.0,0.0,0.01,4.1,2.1,0.0,0.0
212,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.08,1.48,1.26,0.23,1.0,0.0,0.27,0.0,0.63,0.0,0.11,0.0,0.03,0.0,0.0,0.0,0.02,0.04,0.07,0.0,0.0,0.0,0.0,3.1,3.0,0.0,0.0
213,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.09,1.61,1.53,0.62,1.35,0.0,0.19,0.0,0.44,0.0,0.08,0.0,0.02,0.0,0.0,0.0,0.02,0.71,0.74,0.0,0.0,0.08,0.08,8.1,1.6,0.0,5.1
214,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.26,0.1,1.51,1.56,0.99,1.59,0.0,0.13,0.0,0.31,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.01,1.57,1.52,0.0,0.0,0.13,0.12,7.3,1.9,0.0,7.4
215,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.27,0.12,1.31,1.43,1.21,1.69,0.0,0.09,0.0,0.22,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.01,2.03,1.91,0.0,0.0,0.18,0.13,6.1,1.3,0.0,6.3
216,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.33,0.17,1.16,1.31,1.65,1.99,0.0,0.07,0.0,0.15,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.01,2.97,2.45,0.0,0.0,0.12,0.12,7.9,1.0,0.0,9.0
217,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.35,0.18,0.81,1.23,1.96,2.14,0.0,0.05,0.0,0.11,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,2.08,3.51,0.0,0.0,0.09,0.13,6.9,0.5,0.0,6.1
218,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.38,0.19,0.57,1.19,2.22,2.23,0.0,0.03,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.46,3.92,0.0,0.0,0.06,0.14,7.0,1.1,0.0,5.0
219,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.36,0.16,0.4,1.11,2.09,2.05,0.0,0.02,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,1.02,3.83,0.0,0.0,0.04,0.15,4.7,1.2,0.0,3.8
220,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.27,0.12,0.32,0.86,1.57,1.55,0.0,0.02,0.0,0.04,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.0,1.29,3.19,0.0,0.0,0.11,0.15,1.3,1.6,0.1,4.0
221,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.19,0.08,0.23,0.6,1.1,1.09,0.0,0.01,0.0,0.47,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,1.32,2.63,0.0,0.0,0.17,0.15,0.0,1.5,0.1,3.2
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.13,0.06,0.16,0.42,0.77,0.76,0.0,0.01,0.0,0.82,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.56,1.09,2.03,0.0,0.0,0.18,0.14,0.0,1.6,3.7,1.5
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.09,0.04,0.16,0.33,0.54,0.55,0.0,0.25,0.0,0.68,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.41,0.76,1.42,0.0,0.0,0.13,0.1,0.4,1.2,0.1,0.0
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.06,0.28,0.55,0.38,0.39,0.0,0.94,0.0,0.81,0.0,0.04,0.0,0.29,0.0,0.0,0.0,0.29,0.53,0.99,0.0,0.0,0.09,0.07,1.8,3.8,0.0,0.0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.07,0.52,0.74,0.26,0.27,0.0,0.85,0.0,0.67,0.0,0.11,0.0,0.21,0.0,0.0,0.0,0.21,0.37,0.69,0.0,0.0,0.06,0.05,2.4,1.3,0.0,0.0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.06,0.83,0.65,0.18,0.19,0.0,0.8,0.0,0.52,0.0,0.12,0.0,0.14,0.0,0.0,0.0,0.14,0.26,0.49,0.0,0.0,0.04,0.03,3.0,1.0,0.0,0.0
227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.06,1.01,0.62,0.13,0.13,0.0,0.87,0.0,0.41,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.1,0.18,0.34,0.0,0.0,0.03,0.02,2.5,1.3,0.0,0.0
228,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.05,1.74,0.84,0.09,0.09,0.0,1.12,0.0,0.32,0.0,0.1,0.0,0.07,0.0,0.0,0.0,0.07,0.16,0.26,0.0,0.0,0.02,0.03,5.5,1.8,0.0,0.2
229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.04,1.68,0.91,0.15,0.47,0.0,0.78,0.0,0.53,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.05,0.76,0.85,0.0,0.0,0.02,0.09,4.6,1.0,0.0,4.6
230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.34,0.03,1.41,0.84,0.18,0.55,0.0,0.55,0.0,0.37,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.03,1.04,1.28,0.0,0.0,0.13,0.13,2.6,1.1,0.0,4.6
231,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.29,0.03,1.51,1.07,0.42,0.93,0.0,0.38,0.0,0.26,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.02,1.19,1.48,0.0,0.0,0.18,0.14,6.4,1.3,0.0,3.9
232,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.25,0.03,1.52,1.27,0.72,1.16,0.0,0.27,0.0,0.18,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,1.67,1.9,0.0,0.0,0.18,0.14,6.6,1.7,0.0,6.0
233,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.22,0.03,1.61,1.53,1.07,1.44,0.0,0.19,0.0,0.13,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,1.89,2.12,0.0,0.0,0.19,0.13,8.1,1.2,0.0,5.4
234,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.22,0.05,1.13,1.42,1.18,1.5,0.0,0.13,0.0,0.09,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,2.21,2.3,0.0,0.0,0.18,0.1,4.6,0.3,0.0,5.9
