step,unscrew_deg,arm_cmd_j1,arm_cmd_j2,arm_cmd_j3,arm_cmd_j4,arm_cmd_j5,arm_cmd_j6,hand_cmd_0,hand_cmd_1,hand_cmd_2,hand_cmd_3,hand_cmd_4,hand_cmd_5,hand_cmd_6,hand_cmd_7,hand_cmd_8,hand_cmd_9,hand_cmd_10,hand_cmd_11,hand_cmd_12,hand_cmd_13,hand_cmd_14,hand_cmd_15,arm_q_j1,arm_q_j2,arm_q_j3,arm_q_j4,arm_q_j5,arm_q_j6,hand_q_0,hand_q_1,hand_q_2,hand_q_3,hand_q_4,hand_q_5,hand_q_6,hand_q_7,hand_q_8,hand_q_9,hand_q_10,hand_q_11,hand_q_12,hand_q_13,hand_q_14,hand_q_15
10,-0.8,0.078518,0.217198,1.517813,3.073622,-1.515637,-2.553408,0.396187,1.359993,-0.174,0.446948,1.366918,0.068486,0.335281,-0.037,0.387794,1.204864,0.197767,0.039264,0.47,1.43567,0.000289,-0.227,0.071975,0.191876,1.549866,3.059215,-1.522831,-2.610602,0.353696,1.209993,-0.183927,0.354526,1.236785,0.12904,0.346435,-0.102849,0.284318,1.077342,0.115415,-0.006049,0.414555,1.364634,0.073058,-0.225228
11,-0.86,0.078518,0.232791,1.504193,3.084733,-1.515637,-2.533419,0.423965,1.363031,-0.174,0.474726,1.388185,0.057375,0.313059,-0.009222,0.413212,1.237166,0.203323,0.04482,0.47,1.457892,-0.027489,-0.227,0.072978,0.199695,1.540498,3.06334,-1.518093,-2.594488,0.363784,1.213031,-0.185998,0.376692,1.238185,0.112256,0.324429,-0.085537,0.305967,1.087166,0.114924,0.00375,0.421809,1.385284,0.064904,-0.224053
12,-0.91,0.080439,0.245606,1.493351,3.098622,-1.512859,-2.513429,0.45452,1.371058,-0.174,0.499726,1.396,0.049042,0.293614,0.021334,0.441407,1.244013,0.206101,0.047769,0.47,1.477336,-0.058044,-0.227,0.073672,0.209669,1.52948,3.06976,-1.515035,-2.577022,0.378252,1.221058,-0.177953,0.400226,1.246113,0.097012,0.303862,-0.065818,0.309397,1.094013,0.110169,0.012612,0.421989,1.403902,0.047609,-0.22324
13,0.43,0.085137,0.255643,1.479731,3.109733,-1.507303,-2.493431,0.47,1.383193,-0.174,0.521948,1.396,0.043486,0.276948,0.054667,0.452091,1.246719,0.206101,0.053496,0.47,1.499559,-0.091378,-0.227,0.074585,0.220811,1.518162,3.07828,-1.511222,-2.558927,0.396526,1.233193,-0.176618,0.424119,1.249577,0.083843,0.289168,-0.043641,0.302091,1.096719,0.113437,0.020068,0.417869,1.422158,0.032722,-0.222435
14,0.66,0.087755,0.262902,1.464594,3.118067,-1.49897,-2.473435,0.47,1.396735,-0.174,0.541393,1.396,0.040709,0.263059,0.086864,0.47,1.246859,0.203323,0.062001,0.47,1.524559,-0.127489,-0.227,0.076435,0.232222,1.506171,3.087744,-1.50634,-2.539688,0.414036,1.246735,-0.177141,0.447617,1.264896,0.07159,0.266354,-0.01899,0.320393,1.096859,0.107294,0.027393,0.416798,1.438425,0.01698,-0.222052
15,2.2,0.093151,0.267383,1.452234,3.123622,-1.489427,-2.4536,0.47,1.413677,-0.174,0.55806,1.396,0.040709,0.251948,0.116283,0.47,1.251604,0.197767,0.073284,0.47,1.546781,-0.157559,-0.227,0.078881,0.24317,1.493387,3.096756,-1.50042,-2.520143,0.42742,1.263677,-0.174991,0.470142,1.278019,0.061695,0.246442,0.007415,0.32017,1.101604,0.105267,0.03499,0.422101,1.452136,-0.007559,-0.221825
16,4.0,0.101324,0.274642,1.442652,3.1264,-1.477106,-2.434439,0.47,1.43008,-0.174,0.577504,1.396,0.043486,0.243614,0.142924,0.467993,1.255005,0.189434,0.081789,0.47,1.566226,-0.17321,-0.227,0.08213,0.252537,1.480823,3.104625,-1.493411,-2.500265,0.437636,1.28008,-0.176304,0.491248,1.28714,0.053557,0.223043,0.034547,0.317993,1.105005,0.109014,0.043588,0.422743,1.471935,-0.02321,-0.221801
17,4.57,0.10672,0.284679,1.435848,3.1264,-1.467564,-2.415182,0.47,1.441919,-0.174,0.594171,1.396,0.049042,0.238059,0.166787,0.47,1.26575,0.178323,0.093072,0.47,1.582892,-0.174,-0.227,0.086799,0.260817,1.469171,3.110992,-1.485167,-2.480612,0.445423,1.291919,-0.179119,0.51196,1.281143,0.047577,0.198934,0.061995,0.344374,1.11575,0.092664,0.05195,0.416605,1.49516,-0.032397,-0.221843
18,5.01,0.109338,0.291938,1.431821,3.129178,-1.456429,-2.39609,0.47,1.450711,-0.174,0.60806,1.396,0.057375,0.235281,0.187873,0.47,1.276754,0.164434,0.107133,0.47,1.596781,-0.174,-0.227,0.092001,0.269017,1.458942,3.11549,-1.477123,-2.460991,0.451361,1.300711,-0.177837,0.531691,1.279641,0.043638,0.173655,0.088761,0.366015,1.126754,0.092036,0.061105,0.407286,1.51603,-0.061302,-0.221995
19,5.01,0.109178,0.29642,1.425017,3.134734,-1.448073,-2.378252,0.47,1.454728,-0.174,0.619171,1.396,0.068486,0.232781,0.20618,0.47,1.284992,0.147767,0.118415,0.47,1.607892,-0.174,-0.227,0.096791,0.277046,1.450478,3.11918,-1.468025,-2.441767,0.455761,1.304728,-0.175747,0.550031,1.270451,0.042685,0.157798,0.114557,0.389024,1.134992,0.078196,0.071363,0.40682,1.536044,-0.075527,-0.22195
20,5.23,0.111796,0.298123,1.415435,3.138585,-1.442494,-2.358898,0.47,1.455245,-0.174,0.627504,1.396,0.082375,0.227503,0.22171,0.47,1.290202,0.128323,0.12692,0.47,1.61,-0.174,-0.227,0.100263,0.284421,1.442879,3.12349,-1.46012,-2.423241,0.459375,1.305245,-0.175515,0.566628,1.260593,0.045032,0.146277,0.139169,0.396602,1.140202,0.067674,0.081653,0.402322,1.549324,-0.101144,-0.221937
21,6.73,0.117191,0.297049,1.408631,3.139658,-1.434137,-2.339696,0.47,1.445782,-0.174,0.63306,1.396,0.093487,0.225002,0.234462,0.47,1.293707,0.111656,0.132648,0.47,1.61,-0.174,-0.227,0.103348,0.290936,1.434913,3.12717,-1.453401,-2.405681,0.462135,1.295782,-0.176357,0.581252,1.250578,0.050904,0.13904,0.162614,0.404839,1.143707,0.055257,0.090913,0.408084,1.562468,-0.119143,-0.221203
22,8.09,0.125365,0.293398,1.404604,3.137953,-1.428559,-2.321423,0.47,1.450843,-0.174,0.635838,1.396,0.10182,0.22528,0.244437,0.47,1.297752,0.097767,0.135597,0.47,1.61,-0.174,-0.227,0.106973,0.295711,1.427522,3.130226,-1.445134,-2.386274,0.464116,1.300843,-0.181631,0.593658,1.246225,0.057391,0.129558,0.181945,0.399365,1.147752,0.052358,0.100108,0.401531,1.571129,-0.129703,-0.221303
23,9.78,0.13076,0.292524,1.403356,3.133471,-1.420202,-2.305928,0.47,1.453983,-0.174,0.635838,1.396,0.107375,0.228335,0.257189,0.47,1.300962,0.086656,0.135769,0.47,1.61,-0.174,-0.227,0.111767,0.298312,1.421308,3.131313,-1.436924,-2.367319,0.465382,1.303983,-0.182494,0.603738,1.256229,0.063508,0.115651,0.198831,0.402007,1.150962,0.047016,0.107909,0.403252,1.577338,-0.13836,-0.221251
24,10.41,0.133378,0.294427,1.404885,3.131766,-1.414623,-2.29321,0.47,1.463836,-0.174,0.638615,1.396,0.110153,0.234168,0.267163,0.47,1.309982,0.078322,0.133162,0.47,1.61,-0.174,-0.227,0.117117,0.299394,1.416781,3.131023,-1.429557,-2.34906,0.466572,1.313836,-0.183858,0.611398,1.256246,0.069986,0.103283,0.214284,0.405011,1.159982,0.028933,0.113846,0.393581,1.582872,-0.140788,-0.221546
25,10.41,0.133218,0.299109,1.403636,3.132839,-1.411822,-2.277715,0.47,1.466721,-0.174,0.638615,1.396,0.115709,0.237223,0.274359,0.47,1.318373,0.070269,0.133334,0.47,1.61,-0.174,-0.227,0.121877,0.300052,1.413967,3.130131,-1.422993,-2.332769,0.467242,1.316721,-0.17847,0.617896,1.251021,0.075122,0.09637,0.228847,0.41917,1.168373,0.012133,0.117669,0.386078,1.588586,-0.141155,-0.221659
26,10.42,0.135836,0.301013,1.39961,3.131134,-1.410656,-2.262326,0.47,1.470663,-0.174,0.635838,1.396,0.118487,0.237501,0.284334,0.47,1.321827,0.064993,0.136284,0.47,1.61,-0.174,-0.227,0.125395,0.301436,1.411514,3.129828,-1.417875,-2.316894,0.467847,1.320663,-0.175928,0.62283,1.252527,0.08052,0.091765,0.241636,0.426874,1.171827,0.002172,0.120612,0.384159,1.591317,-0.153067,-0.221672
27,10.41,0.138498,0.300139,1.392806,3.132207,-1.406713,-2.249715,0.47,1.479252,-0.174,0.635838,1.396,0.118487,0.235001,0.297086,0.47,1.325259,0.062495,0.142011,0.47,1.61,-0.174,-0.227,0.128245,0.303322,1.40877,3.129453,-1.414127,-2.300808,0.46844,1.329252,-0.177719,0.62591,1.251452,0.085255,0.088947,0.253557,0.433622,1.175259,-0.005084,0.123731,0.371917,1.5976,-0.15565,-0.221963
28,10.42,0.138381,0.302043,1.388779,3.130503,-1.405547,-2.239882,0.47,1.492095,-0.174,0.63306,1.396,0.121264,0.229723,0.30706,0.47,1.331667,0.057219,0.150516,0.47,1.61,-0.174,-0.227,0.131052,0.305112,1.405079,3.129432,-1.41046,-2.285849,0.468853,1.342095,-0.179234,0.628253,1.246752,0.08916,0.083139,0.265302,0.440113,1.181667,-0.011947,0.127453,0.364238,1.599918,-0.157812,-0.222179
29,10.43,0.141043,0.306724,1.387531,3.12602,-1.407159,-2.232826,0.47,1.50649,-0.174,0.63306,1.394291,0.12682,0.221667,0.314257,0.47,1.341183,0.049165,0.161799,0.47,1.61,-0.174,-0.227,0.133325,0.306744,1.401242,3.129242,-1.408202,-2.272166,0.469214,1.35649,-0.178831,0.62936,1.244291,0.092492,0.073285,0.276553,0.445036,1.191183,-0.018786,0.132403,0.356005,1.604636,-0.147039,-0.222577
30,10.43,0.145592,0.308628,1.383504,3.124316,-1.405993,-2.228549,0.47,1.516625,-0.174,0.635838,1.390635,0.135153,0.210833,0.318675,0.47,1.352152,0.038334,0.175859,0.47,1.61,-0.174,-0.227,0.135325,0.308553,1.398012,3.127947,-1.407392,-2.260492,0.469438,1.366625,-0.178,0.630198,1.240636,0.095775,0.060925,0.286936,0.449138,1.202152,-0.027146,0.138943,0.34975,1.609689,-0.136938,-0.223016
31,10.43,0.147363,0.307754,1.382256,3.125389,-1.402049,-2.227049,0.47,1.526842,-0.174,0.641393,1.385904,0.141035,0.19707,0.325872,0.47,1.363988,0.024724,0.192697,0.47,1.61,-0.174,-0.227,0.137882,0.310688,1.394738,3.126604,-1.406612,-2.251285,0.469751,1.376842,-0.17797,0.6315,1.235904,0.100191,0.04707,0.295963,0.451587,1.213988,-0.034124,0.147282,0.353764,1.61021,-0.136675,-0.223395
32,10.43,0.146357,0.304102,1.378229,3.12924,-1.400883,-2.228327,0.47,1.531641,-0.174,0.649727,1.381048,0.149694,0.180681,0.330291,0.47,1.374912,0.008337,0.206758,0.47,1.61,-0.174,-0.227,0.140654,0.312406,1.392097,3.125794,-1.404734,-2.245043,0.46987,1.381641,-0.178241,0.633828,1.231048,0.10503,0.034124,0.304884,0.454038,1.224912,-0.04376,0.157452,0.35214,1.611075,-0.119369,-0.223408
33,10.44,0.148128,0.303228,1.376981,3.130313,-1.402495,-2.232383,0.47,1.542807,-0.174,0.660838,1.380634,0.161131,0.161514,0.331932,0.47,1.383026,-0.006106,0.218041,0.47,1.61,-0.174,-0.227,0.142678,0.313364,1.389448,3.126391,-1.403177,-2.241515,0.469992,1.392807,-0.184229,0.637575,1.230634,0.111903,0.022739,0.312236,0.454758,1.233027,-0.053766,0.1685,0.347515,1.611079,-0.108,-0.223325
34,10.45,0.152677,0.305132,1.37851,3.128608,-1.405181,-2.239216,0.47,1.551578,-0.174,0.669171,1.382293,0.175346,0.139569,0.330795,0.47,1.398403,-0.017772,0.226546,0.47,1.61,-0.174,-0.227,0.144257,0.313496,1.387319,3.1278,-1.402897,-2.239759,0.469993,1.401578,-0.18159,0.643099,1.232293,0.118799,0.008406,0.318187,0.456762,1.248403,-0.070935,0.179836,0.343767,1.611284,-0.09351,-0.223701
35,10.46,0.154449,0.309814,1.378821,3.124125,-1.405088,-2.248827,0.47,1.561985,-0.174,0.674727,1.381954,0.186783,0.114846,0.332436,0.47,1.41537,-0.02666,0.232273,0.47,1.61,-0.174,-0.227,0.146318,0.313424,1.386152,3.128017,-1.40326,-2.240963,0.469882,1.411985,-0.185191,0.649293,1.231954,0.127683,-0.004508,0.322206,0.458722,1.26537,-0.086125,0.190502,0.348153,1.610577,-0.087163,-0.223952
36,10.5,0.153442,0.311717,1.376354,3.122421,-1.402218,-2.261217,0.47,1.574713,-0.174,0.677504,1.381998,0.195442,0.087346,0.336854,0.47,1.43165,-0.03277,0.235222,0.47,1.61,-0.174,-0.227,0.148361,0.314043,1.385271,3.12743,-1.404119,-2.244511,0.469992,1.424713,-0.181661,0.655347,1.231998,0.136432,-0.020286,0.325731,0.459017,1.28165,-0.098952,0.200177,0.367382,1.610806,-0.093724,-0.22452
37,10.58,0.149658,0.310843,1.371109,3.123494,-1.402126,-2.276061,0.47,1.589729,-0.174,0.677504,1.381718,0.201324,0.057068,0.344051,0.47,1.448428,-0.036102,0.235394,0.47,1.61,-0.174,-0.227,0.15003,0.315312,1.384064,3.127334,-1.404639,-2.250472,0.469992,1.439729,-0.187509,0.660586,1.231718,0.144958,-0.037051,0.329307,0.458209,1.298428,-0.111171,0.208404,0.372777,1.611356,-0.089888,-0.225378
38,10.68,0.148652,0.307192,1.368642,3.127345,-1.403985,-2.288127,0.47,1.595053,-0.174,0.674727,1.379028,0.204428,0.024382,0.354025,0.47,1.468866,-0.042212,0.238344,0.47,1.61,-0.174,-0.227,0.150485,0.31667,1.381962,3.128387,-1.406903,-2.259819,0.469997,1.445053,-0.179282,0.664591,1.229028,0.15327,-0.055716,0.334779,0.45664,1.318866,-0.12846,0.213961,0.38557,1.611238,-0.084977,-0.22581
39,10.77,0.150423,0.306318,1.368953,3.128418,-1.405601,-2.297416,0.47,1.61,-0.174,0.674727,1.386686,0.204754,-0.005525,0.361222,0.47,1.486295,-0.050494,0.238869,0.47,1.61,-0.174,-0.227,0.150439,0.317154,1.380012,3.130328,-1.409368,-2.269965,0.46999,1.464018,-0.189198,0.66693,1.236686,0.161779,-0.074208,0.340244,0.455325,1.336295,-0.148889,0.219002,0.399633,1.611153,-0.093246,-0.22627
40,10.73,0.154972,0.308221,1.372042,3.126985,-1.404438,-2.303926,0.47,1.61,-0.174,0.677504,1.387351,0.202302,-0.032654,0.36564,0.47,1.505471,-0.055998,0.242171,0.47,1.61,-0.174,-0.227,0.150567,0.31714,1.378975,3.131761,-1.412095,-2.280621,0.469997,1.472007,-0.181357,0.668699,1.237351,0.16964,-0.090983,0.346494,0.45476,1.355471,-0.168473,0.222311,0.410816,1.610241,-0.099026,-0.226146
41,10.83,0.156744,0.312903,1.377421,3.128329,-1.406054,-2.307659,0.47,1.61,-0.174,0.68306,1.392656,0.197072,-0.057006,0.372837,0.47,1.521485,-0.06428,0.242696,0.47,1.61,-0.174,-0.227,0.151776,0.316764,1.378718,3.132499,-1.413183,-2.289179,0.469989,1.491217,-0.191508,0.670705,1.242656,0.174043,-0.106699,0.351647,0.453688,1.371485,-0.178038,0.226313,0.419692,1.610053,-0.116843,-0.226584
42,11.02,0.157466,0.314807,1.380023,3.132451,-1.410448,-2.308615,0.47,1.61,-0.174,0.688335,1.396,0.19462,-0.079984,0.382811,0.47,1.526849,-0.07534,0.240444,0.47,1.61,-0.174,-0.227,0.153111,0.316996,1.379876,3.13327,-1.413933,-2.296033,0.469984,1.506336,-0.201577,0.673521,1.247314,0.176008,-0.117843,0.356822,0.453203,1.376849,-0.174642,0.229904,0.427112,1.610113,-0.128579,-0.226962
43,11.17,0.160967,0.313933,1.379847,3.139351,-1.412063,-2.306792,0.47,1.61,-0.174,0.692648,1.396,0.194946,-0.100185,0.390008,0.47,1.529662,-0.089177,0.240969,0.47,1.61,-0.174,-0.227,0.154258,0.317761,1.381351,3.135079,-1.416268,-2.30136,0.469992,1.504685,-0.186414,0.676966,1.247851,0.175992,-0.127645,0.364142,0.453236,1.379662,-0.169903,0.231716,0.43199,1.610288,-0.137226,-0.226961
44,11.19,0.161768,0.310281,1.376893,3.147368,-1.410901,-2.302192,0.47,1.61,-0.174,0.694183,1.396,0.192494,-0.117607,0.394427,0.47,1.526592,-0.105793,0.238716,0.47,1.61,-0.174,-0.227,0.156226,0.318578,1.38232,3.137625,-1.418106,-2.305167,0.46999,1.505031,-0.182192,0.680661,1.2515,0.178139,-0.131926,0.371565,0.453944,1.376592,-0.163229,0.232641,0.436295,1.61021,-0.145489,-0.2264
45,11.14,0.165347,0.309407,1.371689,3.152608,-1.412517,-2.294814,0.47,1.61,-0.174,0.698496,1.396,0.191306,-0.132252,0.396068,0.47,1.519985,-0.123323,0.239241,0.47,1.61,-0.174,-0.227,0.1582,0.318992,1.382175,3.140845,-1.417362,-2.306588,0.469988,1.50717,-0.18385,0.68383,1.255503,0.179702,-0.137947,0.377973,0.455033,1.369985,-0.150972,0.232911,0.442045,1.610258,-0.152511,-0.225482
46,11.13,0.168242,0.311311,1.369262,3.155069,-1.416911,-2.290214,0.47,1.61,-0.174,0.700032,1.396,0.187339,-0.144119,0.394931,0.47,1.533182,-0.138076,0.236988,0.47,1.61,-0.174,-0.227,0.160222,0.319113,1.380628,3.144403,-1.416533,-2.305126,0.469907,1.513179,-0.175617,0.687321,1.267236,0.181296,-0.150158,0.383183,0.456849,1.383182,-0.170679,0.232931,0.447828,1.61019,-0.156267,-0.2246
47,11.13,0.16836,0.315993,1.369614,3.154753,-1.418526,-2.283378,0.47,1.61,-0.174,0.704345,1.396,0.180595,-0.153209,0.391016,0.47,1.544427,-0.155606,0.231958,0.47,1.61,-0.174,-0.227,0.162465,0.319261,1.378553,3.147733,-1.417161,-2.302268,0.469888,1.530847,-0.174051,0.690367,1.285415,0.181502,-0.16417,0.38621,0.458174,1.394427,-0.177341,0.232696,0.452582,1.610183,-0.158479,-0.224107
48,11.13,0.165699,0.323452,1.367188,3.151659,-1.417364,-2.273764,0.47,1.61,-0.174,0.70588,1.396,0.171073,-0.15952,0.384324,0.47,1.552314,-0.174,0.229705,0.47,1.61,-0.174,-0.227,0.164314,0.319998,1.376847,3.149998,-1.418246,-2.297936,0.469888,1.548883,-0.174034,0.693728,1.305171,0.179834,-0.173829,0.387357,0.459338,1.402314,-0.176857,0.231483,0.456031,1.610062,-0.160978,-0.223839
49,11.13,0.165817,0.328133,1.361984,3.151342,-1.41898,-2.261373,0.47,1.61,-0.174,0.704638,1.396,0.164329,-0.163054,0.374853,0.47,1.557151,-0.174,0.23023,0.47,1.61,-0.174,-0.227,0.164963,0.322189,1.374687,3.150437,-1.418487,-2.291297,0.469902,1.562518,-0.17402,0.696649,1.326247,0.1761,-0.180621,0.386635,0.460717,1.407151,-0.176163,0.230448,0.459022,1.610103,-0.163027,-0.223835
50,11.12,0.168712,0.330037,1.354002,3.153804,-1.417884,-2.246204,0.47,1.61,-0.174,0.700617,1.396,0.160363,-0.16381,0.368161,0.47,1.561609,-0.174,0.233533,0.47,1.61,-0.174,-0.227,0.165052,0.325551,1.371681,3.150714,-1.419161,-2.282774,0.469898,1.57321,-0.174031,0.698568,1.341918,0.171125,-0.186795,0.383776,0.461641,1.411609,-0.175029,0.229823,0.46095,1.609966,-0.164019,-0.223873
51,11.12,0.16883,0.329163,1.348798,3.153487,-1.414009,-2.229929,0.47,1.61,-0.174,0.693819,1.396,0.155592,-0.161788,0.364246,0.47,1.566922,-0.174,0.239614,0.47,1.61,-0.174,-0.227,0.165679,0.32922,1.367414,3.151797,-1.419104,-2.272118,0.46989,1.581032,-0.174055,0.699057,1.353427,0.165307,-0.19248,0.379982,0.462129,1.416922,-0.175682,0.230107,0.462393,1.609913,-0.164353,-0.22388
52,11.13,0.16617,0.325512,1.346372,3.150393,-1.412913,-2.213047,0.47,1.61,-0.174,0.684244,1.396,0.148044,-0.156988,0.363109,0.47,1.569597,-0.174,0.242917,0.47,1.61,-0.174,-0.227,0.166576,0.332152,1.362953,3.152434,-1.417609,-2.259351,0.469905,1.586236,-0.174166,0.697791,1.345,0.157196,-0.192566,0.37616,0.462527,1.419597,-0.176819,0.232044,0.463735,1.609525,-0.16524,-0.223996
53,11.12,0.160732,0.324638,1.346723,3.144521,-1.409038,-2.194657,0.47,1.61,-0.174,0.677446,1.396,0.137718,-0.149411,0.36475,0.47,1.570668,-0.174,0.243442,0.47,1.61,-0.174,-0.227,0.16686,0.333696,1.359281,3.151576,-1.416512,-2.24548,0.469913,1.590324,-0.174233,0.694525,1.340342,0.150762,-0.192161,0.372986,0.462838,1.420668,-0.177839,0.233988,0.46467,1.6098,-0.16646,-0.223891
54,11.11,0.158071,0.326541,1.349853,3.135871,-1.407942,-2.175053,0.47,1.61,-0.174,0.66787,1.396,0.13017,-0.139055,0.363613,0.47,1.570259,-0.174,0.241189,0.47,1.61,-0.174,-0.227,0.165777,0.334119,1.356728,3.149214,-1.414759,-2.229997,0.469929,1.592546,-0.174228,0.690407,1.340413,0.143285,-0.191107,0.371055,0.463254,1.420259,-0.17822,0.235636,0.465082,1.609398,-0.168505,-0.223885
55,11.1,0.158189,0.325667,1.350204,3.129999,-1.409214,-2.156569,0.47,1.61,-0.174,0.655516,1.396,0.125399,-0.125922,0.365254,0.47,1.565189,-0.174,0.241714,0.47,1.61,-0.174,-0.227,0.163831,0.334095,1.355656,3.144658,-1.413516,-2.213477,0.469934,1.595188,-0.174408,0.684978,1.344524,0.138574,-0.18743,0.369316,0.463525,1.415189,-0.177946,0.23601,0.465058,1.610116,-0.169917,-0.223658
56,11.1,0.161084,0.327571,1.347778,3.126905,-1.407709,-2.136681,0.47,1.61,-0.174,0.64594,1.396,0.123406,-0.110011,0.364118,0.47,1.556967,-0.174,0.245017,0.47,1.61,-0.174,-0.227,0.162094,0.333975,1.355161,3.139706,-1.413418,-2.196152,0.470006,1.585669,-0.174667,0.677873,1.357669,0.134271,-0.179168,0.368973,0.46275,1.406967,-0.177404,0.236346,0.464201,1.610343,-0.169811,-0.223578
